Row_Number,Time_Stamp,SockOwner1_Name,SockOwner1_Country,SockOwner1_Gender,SockOwner1_Age,SockOwner1_Smelliness,SockOwner2_Name,SockOwner2_Country,SockOwner2_Gender,SockOwner2_Age,SockOwner2_Smelliness
536,20:31:01,Lew Spellsworth,Philippines,F,20,0.31,Jason Wraighte,France,M,59,0.53
537,22:37:01,Devonna Nicholes,Argentina,M,42,0.86,Marylou De Cristoforo,China,F,54,0.74
538,4:31:19,Marv Blankhorn,Netherlands,F,33,0.57,Caspar Paine,Bangladesh,M,12,0.2
539,14:34:07,Ainsley Corah,Poland,M,2,0.21,Kaylyn Barrott,Indonesia,F,4,0.26
540,19:10:38,Tyrone Raven,China,F,26,0.51,Rafi Greaser,Brazil,M,37,0.84
541,23:06:58,Catrina Yellep,South Africa,F,39,0.77,Harmonia Gookes,Philippines,F,21,0.94
542,5:44:44,Pascale Kalvin,East Timor,M,26,0.66,Parnell Prestage,Nigeria,M,2,0.13
543,16:11:06,Dorree Pobjoy,Sweden,F,53,0.62,Venus Kedwell,China,F,65,0.67
544,14:10:40,Carleton Asplin,China,M,8,0.12,Gaultiero Duggen,Nicaragua,M,16,0.41
545,1:13:51,Haroun Giovanetti,Poland,F,70,0.56,Sancho Pickvance,Peru,M,77,0.34
546,13:47:49,Nikolia Goose,Indonesia,M,68,0.78,Sheena Dinsey,Serbia,F,54,0.45
547,6:24:33,Clerissa Van de Vlies,Indonesia,M,69,0.62,Jessi Kubu,Venezuela,F,31,0.8
548,13:39:30,Chuck Youens,China,M,92,0.5,Benny Smalcombe,China,M,32,0.7
549,12:09:17,Ardine Malatalant,Peru,M,20,0.83,Lavena Hitter,Yemen,F,62,0.76
550,22:37:16,Phillipe Arrow,Portugal,M,4,0.03,Augie Cafferky,Peru,M,60,0.79
551,6:32:31,Suzi Brocket,Portugal,F,19,0.58,Eugine Islip,United States,F,59,0.9
552,14:55:51,Netty Ordish,Yemen,M,30,0.33,Renell Skala,Indonesia,F,11,0.22
553,18:34:36,Meier Tresler,United States,M,47,0.42,Alyosha Cruce,China,M,40,0.36
554,19:15:33,Lisbeth Sedgman,Russia,F,59,0.63,Chanda Rawlyns,Egypt,F,88,0.36
555,14:19:23,Madonna Mustoo,Ireland,F,48,0.92,Devan Gritland,Russia,F,64,0.86
556,12:26:28,Kory Heaphy,Russia,M,94,0.47,Lucian Guyver,Indonesia,M,83,0.43
557,7:03:57,Johann Morrid,Nigeria,M,33,0.6,Elston Goodbairn,Indonesia,M,58,0.54
558,10:14:52,Demetris Dobbison,Portugal,F,48,0.58,Marigold Bannon,China,F,54,0.8
559,18:50:57,Fons Withull,Ukraine,M,48,0.46,Gordy Emanuelli,China,M,7,0.04
560,11:33:53,Lynelle Bastistini,Bangladesh,M,16,0.83,Martica Stolberg,Japan,F,73,0.31
561,15:14:08,Amberly Wrixon,China,F,95,0.54,Mella Haibel,Serbia,F,9,0.06
562,2:18:03,Othelia Linnock,Indonesia,F,84,0.94,Christan Sciacovelli,Czech Republic,F,60,0.51
563,21:23:51,Falito Beels,China,M,8,0.06,Harmon Theuff,Fiji,M,50,0.67
564,18:11:02,Chrissy Vannozzii,Russia,F,50,0.67,Chase Marchello,Poland,M,50,0.38
565,12:08:47,Dominique Walding,Portugal,M,84,0.78,Koralle Bonn,Russia,F,91,0.95
566,23:29:43,Scott Offener,Iraq,M,78,0.71,Alfredo Glidden,Philippines,M,9,0.11
567,15:25:13,Adelle Pointing,Pakistan,M,18,0.53,Clarette Lowne,Portugal,F,59,0.79
568,23:44:46,Natalie Cheeke,South Korea,F,8,0.29,Jaquelyn Hoble,China,F,61,0.71
569,17:48:51,Marney Androsik,United States,F,49,0.95,Freddie Farre,Philippines,F,28,0.88
570,17:10:48,Jeffry Slyvester,Brazil,M,3,0.28,Darill Pappi,China,M,34,0.72
571,11:52:30,Rana Cooch,Indonesia,M,64,0.78,Kynthia McNeice,Greece,F,2,0.25
572,1:15:52,Kanya McGann,Russia,M,40,0.94,Etty Gowans,Cuba,F,69,0.82
573,2:23:22,Alikee Lovering,Sweden,M,20,0.76,Nola Normavill,Poland,F,4,0.15
574,3:16:03,Thomas Gawn,Russia,M,28,0.67,Laney Creebo,Russia,M,84,0.83
575,23:10:51,Gerrie Verbeke,China,F,95,0.89,Deidre Molyneux,Guatemala,F,49,0.69
576,1:01:13,Roshelle Hulatt,Portugal,M,38,0.47,Willyt Mignot,Nigeria,F,80,0.63
577,16:40:47,Franklyn Burtonwood,Indonesia,M,17,0.6,Jermain Elcott,China,M,90,0.83
578,13:57:55,Katuscha Skeath,China,M,8,0.07,Beatriz Livingstone,North Korea,F,71,0.64
579,12:03:45,Audrye Foulstone,Russia,M,20,0.55,Stace Wildey,China,F,3,0.08
580,10:15:07,Megan Disman,Poland,M,5,0.27,Giovanna Mapes,Guinea,F,91,0.31
581,12:37:46,Noby Oldam,Argentina,M,16,0.79,Tanner Eckly,United States,M,67,0.94
582,13:24:02,Ned Ronnay,Mexico,F,78,0.49,Blayne Howkins,Portugal,M,47,0.88
583,8:16:31,Claude Vearncombe,Ethiopia,M,65,0.62,Cecilia Appleby,Portugal,F,82,0.75
584,2:55:01,Gerek Rowbury,Armenia,M,11,0.04,Jose Rook,China,M,12,0.14
585,23:51:11,Idaline Dablin,China,F,22,0.93,Mirabel MacAlpine,Bolivia,F,12,0.04
586,18:29:47,Angeli Denholm,South Korea,F,94,0.79,Marsh Nassie,Poland,M,15,0.46
587,3:24:42,Rob Bettam,Peru,F,53,0.55,Willie Koppelmann,Indonesia,M,55,0.45
588,22:26:33,Edmon Backen,Israel,F,72,0.5,Edik Mitcham,Philippines,M,73,0.35
589,9:02:49,Theodor Gelderd,Philippines,M,88,0.8,Roger Bruggen,Colombia,M,95,0.63
590,23:28:05,Richard Broodes,China,M,22,0.59,Samson Saylor,Vietnam,M,12,0.22
591,11:01:49,Lothaire Chapelhow,Philippines,F,39,0.58,Rancell Domsalla,Malaysia,M,64,0.63
592,6:16:28,Lory Tatum,China,M,79,0.59,Lianne Hallan,Russia,F,58,0.69
593,9:44:26,Theo Goaley,Indonesia,F,48,0.74,Garvin Bevan,Indonesia,M,68,0.5
594,17:19:15,Dolly Skelly,Indonesia,F,33,0.43,Molly Eyeington,Kazakhstan,F,72,0.35
595,0:17:07,Kaela Rosell,Nigeria,M,3,0.11,Cristine Scarisbrick,Argentina,F,52,0.77
596,19:23:06,Harlan Donoher,Indonesia,M,19,0.62,Dewey Habben,Kenya,M,76,0.86
597,6:00:44,Ricki Gierth,Czech Republic,M,76,0.35,Con Loughman,China,M,93,0.67
598,0:16:20,Weston Pellett,Russia,M,22,0.78,Theobald Davydzenko,Nigeria,M,80,0.34
599,11:21:22,Pren Hulme,Nigeria,M,11,0.29,Winslow O'Keenan,Russia,M,79,0.36
600,7:35:34,Car Manktelow,Russia,M,24,0.41,Gaby Ballingal,United States,M,13,0.21
601,16:03:31,Hayyim Orrick,Poland,F,9,0.2,Todd Warbey,Sweden,M,77,0.33
602,7:39:09,Amalea Lunnon,Russia,F,29,0.8,Loralie Norkett,Indonesia,F,48,0.37
603,2:21:01,Matias O'Roan,Russia,F,38,0.52,Rutherford Olivera,Macedonia,M,16,0.45
604,8:49:41,Chaim Laughren,Philippines,F,95,0.73,Roi Soldi,Nicaragua,M,42,0.76
605,11:04:02,Slade Ugolotti,China,M,16,0.38,Willie Avesque,Indonesia,M,11,0.22
606,3:01:57,Ardath Shingles,Philippines,F,66,0.9,Imogen Acaster,Indonesia,F,53,0.51
607,5:32:36,Ringo Salasar,China,M,23,0.46,Dalton Willbourne,Western Sahara,M,71,0.73
608,15:06:47,Aron Orris,Sweden,F,70,0.3,Patin Machans,Japan,M,13,0.02
609,2:46:12,Erica Benazet,Vietnam,M,70,0.61,Gusta Maxfield,Vietnam,F,7,0.26
610,16:48:21,Alverta Maulden,Sweden,M,6,0.04,Edwina Vallentin,Cameroon,F,17,0.55
611,18:33:00,Marven Haward,China,F,94,0.9,Faulkner De Gogay,Ivory Coast,M,92,0.33
612,19:34:23,Skyler Caskey,Netherlands,F,27,0.36,Cullan Androck,Brazil,M,16,0.31
613,5:44:09,Junette Harryman,Sweden,M,15,0.65,Gene Khrishtafovich,Denmark,F,76,0.6
614,19:21:47,Shina Morde,Poland,F,26,0.71,Tiphanie Gamet,Brazil,F,73,0.64
615,21:19:52,Lotty Grzeskowski,Indonesia,M,35,0.42,Loise Bachelor,Nigeria,F,83,0.75
616,4:59:02,Lyon Dennant,Thailand,F,55,0.8,Matthiew Sidebotton,Syria,M,36,0.94
617,4:59:29,Germayne Wray,Mongolia,F,61,0.92,Tiebold Braznell,Slovenia,M,83,0.57
618,2:17:03,Jarad Sodory,China,M,4,0.2,Darill Vanetti,South Korea,M,68,0.62
619,18:09:47,Conan McBay,Indonesia,M,23,0.52,Boycey MacArthur,United States,M,82,0.33
620,7:11:35,Rollins Jorat,Argentina,F,23,0.37,Riobard Bonome,Philippines,M,92,0.6
621,13:18:19,Aguistin Rooksby,Chile,F,49,0.33,Klemens Sellner,Kyrgyzstan,M,74,0.4
622,3:58:08,Blanca Hoffman,Afghanistan,M,74,0.85,Mignonne Povah,Laos,F,72,0.77
623,0:39:35,Cary Antonomoli,China,F,87,0.82,Alisa Shellcross,Brazil,F,53,0.7
624,12:02:37,Randi Blouet,Ukraine,F,88,0.31,Sean Thorby,China,M,62,0.46
625,0:22:04,Mirella Craghead,Israel,F,23,0.34,Francine Harniman,Portugal,F,16,0.48
626,23:01:40,Louie Winwood,Croatia,M,13,0.15,George Hallwood,Peru,M,37,0.89
627,13:54:00,Zandra Ashwood,Philippines,M,11,0.12,Carri Warrener,Russia,F,77,0.56
628,19:51:19,Shannon Hardman,Sweden,F,1,0.27,Rory Ord,Sweden,M,91,0.78
629,12:09:09,Romain Dakhno,Norway,F,29,0.64,Freemon Dutton,Greece,M,16,0.44
630,11:08:36,Franky Applewhite,Thailand,F,72,0.59,Fredrick Normaville,Colombia,M,65,0.72
631,14:10:49,Monty Elcoate,Denmark,M,53,0.6,Wolfy Caff,Poland,M,20,0.78
632,13:43:15,Mirella Batistelli,Germany,M,56,0.58,Darrelle Tidbald,Philippines,F,18,0.74
633,17:50:31,Livia Puttergill,United States,F,81,0.45,Denys Bolley,United States,F,52,0.47
634,23:37:07,Gerladina Bengtsson,Kazakhstan,F,70,0.72,Delila Pegram,Sweden,F,42,0.68
635,4:31:28,Pincas Woofenden,Indonesia,F,20,0.55,Englebert Barrie,Vietnam,M,37,0.78
636,23:55:56,Hedda Rehm,Russia,M,9,0.1,Lindi Ames,Russia,F,65,0.91
637,18:34:36,Free Whanstall,Greece,F,33,0.48,Devy Van Arsdall,Ireland,M,23,0.84
638,11:11:35,Arlene Musker,Ukraine,F,11,0.25,Carin Malthus,Yemen,F,56,0.78
639,1:19:11,Esteban Lutton,Qatar,M,64,0.32,Sloane Gildroy,China,M,65,0.65
640,4:58:45,Raynor Stanhope,Palestinian Territory,M,75,0.67,Win Staner,Indonesia,M,34,0.85
641,9:46:51,Keen Klehn,Indonesia,F,56,0.36,Berkeley Reddlesden,China,M,8,0.29
642,12:49:48,Lebbie Taillant,Syria,M,35,0.52,Rhonda Bricham,Brazil,F,90,0.49
643,11:54:31,Letta Targett,Thailand,M,10,0.1,Merl Escala,Tanzania,F,72,0.65
644,6:13:34,Channa Rowatt,Philippines,F,59,0.52,Adan Amoore,Russia,F,51,0.88
645,4:08:45,Greg Clemas,Egypt,F,44,0.64,Forrest Megainey,Philippines,M,74,0.66
646,22:23:18,Gelya Legan,Bosnia and Herzegovina,M,82,0.41,Kippie Probate,Panama,F,56,0.47
647,23:09:00,Winnifred Tysall,Argentina,F,7,0.02,Abbe Garci,France,F,34,0.84
648,17:24:46,Henryetta Brickstock,Nepal,M,26,0.46,Rina Pash,Palestinian Territory,F,92,0.59
649,7:17:30,Jareb Diggins,China,M,62,0.69,Solly Normavell,China,M,49,0.57
650,1:50:06,Jammal Ambrus,Indonesia,M,74,0.43,Lou Galea,Greece,M,35,0.86
651,22:16:57,Keith Albinson,Indonesia,M,53,0.48,Brigg Inggall,Croatia,M,80,0.89
652,9:17:21,Parry MacKeller,China,M,83,0.77,Gerardo Baraclough,Poland,M,57,0.91
653,19:27:52,Immanuel Bignal,Philippines,M,89,0.37,Brody Summersby,France,M,56,0.88
654,15:06:29,Codi Spira,Portugal,F,34,0.33,Alla Ingolotti,Russia,F,2,0.15
655,18:40:16,Janette Geram,China,F,27,0.36,Pegeen Gylle,Philippines,F,23,0.69
656,1:39:50,Thomas Gariff,Luxembourg,M,12,0.24,Iggie Hempshall,China,M,16,0.32
657,4:14:41,Napoleon Taaffe,Iran,M,9,0.25,Whitney Lillie,China,M,79,0.75
658,21:24:36,Kitty Gregoire,Sweden,M,62,0.49,Libbie Wederell,China,F,64,0.38
659,16:53:22,Lorrie Kinastan,Indonesia,F,74,0.69,Tony Timmins,Indonesia,F,17,0.52
660,2:48:32,Amelina Sewley,China,M,29,0.38,Goldarina Wibrew,Ethiopia,F,50,0.92
661,0:08:29,Alexis Arlidge,Indonesia,F,64,0.62,Siusan Moatt,Pakistan,F,43,0.45
662,2:38:10,Kayne Cawthorn,Vietnam,M,62,0.91,Birch Bernt,Senegal,M,38,0.7
663,20:58:54,Jillene Dillow,Canada,F,88,0.47,Lainey Mathison,Ukraine,F,13,0.04
664,13:46:08,Rudolph Roxbee,Tanzania,F,42,0.65,Julio Corriea,South Africa,M,21,0.73
665,7:42:39,Brent Olney,Philippines,M,2,0.2,Richy Zanitti,Russia,M,29,0.74
666,7:00:58,Larine Ritchley,India,M,18,0.35,Hana Flippini,Argentina,F,8,0.04
667,2:33:01,Murielle Hovey,Argentina,F,33,0.37,Gipsy Rennard,China,F,80,0.53
668,11:09:24,Meade Zellmer,Brazil,F,86,0.33,Stevena Pietrusiak,Philippines,F,84,0.81
669,18:37:21,Burl Lilbourne,Argentina,M,83,0.81,Yehudi Manass,Indonesia,M,14,0.3
670,6:37:51,Aundrea Beale,Indonesia,F,51,0.72,Ki Casely,Palestinian Territory,F,77,0.34
671,2:12:32,Shauna Daviot,China,F,52,0.82,Rozella Fehners,China,F,14,0.57
672,9:17:38,Charmine McArte,China,M,76,0.6,Selina Dinsmore,China,F,18,0.76
673,4:51:52,Karmen Denley,Indonesia,F,21,0.36,Gae Woodfield,Czech Republic,F,14,0.49
674,8:14:36,Robinetta Jachimak,China,M,88,0.49,Kacy Lansdowne,Hungary,F,53,0.45
675,6:27:10,Lauren Monnelly,Indonesia,M,29,0.37,Chloette Grayham,Peru,F,36,0.91
676,21:21:54,Crissie Prickett,Canada,F,68,0.37,Leora Norwood,Japan,F,79,0.64
677,10:00:42,Brigit Fulkes,Poland,M,69,0.91,Carolann Verheijden,Russia,F,25,0.85
678,3:54:21,Penn Cotterell,Greece,M,72,0.63,Ring Schohier,Japan,M,22,0.93
679,6:49:32,Jeanne Breinlein,China,M,37,0.41,Celisse Capstack,China,F,76,0.84
680,17:33:36,Perceval Leser,Indonesia,F,19,0.91,Alain Vynall,Indonesia,M,90,0.57
681,1:40:03,Jacques Ruggier,Philippines,F,89,0.3,Dunn O'Lunney,Indonesia,M,30,0.63
682,0:08:56,Emmanuel Cappleman,Czech Republic,M,14,0.31,Rik Veque,Canada,M,10,0.2
683,1:11:10,Free Dwerryhouse,China,F,7,0.12,Ginger Pendlebury,Nigeria,M,11,0.21
684,9:00:39,Des Millery,China,M,28,0.62,Elvin Clemas,Greece,M,24,0.61
685,11:53:09,Bell Stevens,China,F,45,0.95,Fanechka Loveless,Russia,F,74,0.77
686,3:05:02,Brnaba Easey,Finland,M,90,0.48,Falkner Moorcraft,Thailand,M,36,0.67
687,16:26:37,Timmy Danbury,Sweden,M,9,0.07,Hansiain Ackermann,Poland,M,15,0.37
688,0:39:35,Alida Lampett,Chile,M,43,0.73,Natalya Leggott,Mongolia,F,75,0.36
689,10:44:27,Delcine Saffe,United States,M,38,0.44,Daffie Amies,Indonesia,F,13,0.22
690,12:54:24,Amelina Curnow,Poland,F,33,0.44,Cacilia Stonhard,Afghanistan,F,84,0.78
691,16:09:15,Courtney Greensite,China,F,53,0.35,Cyrille Fay,Ivory Coast,M,43,0.95
692,23:48:52,Meredith Peggram,Costa Rica,F,40,0.5,Ambros Eskell,Albania,M,87,0.94
693,9:59:00,Hoebart Gethouse,Denmark,M,68,0.76,Gabriel Whapham,Philippines,M,47,0.88
694,19:21:07,Sutherlan Gilsthorpe,Indonesia,M,81,0.43,Douglass Slemmonds,Czech Republic,M,29,0.61
695,9:09:39,Flor Sorby,China,F,26,0.86,Elsinore McTrusty,China,F,83,0.54
696,20:36:31,Thorin Marmon,China,F,21,0.72,Arnie Wilcot,Sri Lanka,M,36,0.95
697,20:33:58,Erasmus Bradder,Indonesia,F,61,0.76,Ezekiel Leathes,Sudan,M,18,0.81
698,14:10:05,Tades Pitrasso,Indonesia,M,17,0.85,Jamison Diggons,Indonesia,M,93,0.45
699,23:17:49,Dalton Shewon,Russia,F,94,0.32,Humfried Varnam,Peru,M,53,0.65
700,2:00:33,Nicky Stearn,Peru,F,33,0.93,Pansy Urquhart,Czech Republic,F,63,0.69
701,18:30:47,Conney McLarty,Indonesia,F,61,0.92,Pebrook Franey,Philippines,M,40,0.86
702,21:55:50,Melisa Fitzjohn,Thailand,F,37,0.47,Goldie Pickrill,Peru,F,27,0.85
703,6:27:58,Hilda Legg,Iran,F,77,0.32,Cloe Petyt,China,F,38,0.33
704,4:44:10,Dalt Wyley,North Korea,M,85,0.56,Gauthier Rydings,Indonesia,M,83,0.89
705,3:07:29,Rossy Pavelin,China,M,36,0.5,Kipper Josofovitz,Poland,M,20,0.61
706,10:26:15,Darbie McMullen,Philippines,F,93,0.32,Lois Kynnd,Australia,F,25,0.78
707,14:26:33,Tami Greenhall,Greece,F,86,0.7,Roxie Knappett,Philippines,F,36,0.72
708,12:02:19,Lorelle Camolli,Ecuador,F,7,0.21,Elena Rosario,Tanzania,F,6,0.27
709,6:19:39,Reinhard Locard,China,M,17,0.86,Cosimo Burehill,Uzbekistan,M,65,0.55
710,5:46:47,Rodger Wogden,Venezuela,F,1,0.27,Denney Enbury,Indonesia,M,94,0.3
711,5:20:55,Kermie Jeandin,France,M,75,0.74,Pierre Clyburn,Finland,M,30,0.64
712,17:02:45,Emory Trickett,Mongolia,M,32,0.63,Derrik Dannohl,Russia,M,22,0.71
713,9:02:08,Cecil Winterbourne,Russia,M,74,0.5,Roderick Connerry,Russia,M,75,0.46
714,17:19:28,Lyndy Sealove,Philippines,M,25,0.34,Erika Kupis,Afghanistan,F,54,0.67
715,22:20:36,Reg McEachern,China,F,51,0.88,Maxwell Twiddle,French Polynesia,M,15,0.36
716,20:25:34,Faith Brazil,Czech Republic,M,22,0.3,Saba Jindrak,Tunisia,F,55,0.73
717,6:05:49,Dill Petran,China,F,10,0.1,Francis Vader,South Africa,M,25,0.75
718,9:21:09,Danette Owbrick,Thailand,M,41,0.53,Aurie Barkus,China,F,67,0.45
719,11:22:58,Madelene Ortmann,China,M,95,0.35,Elianore Olander,Senegal,F,10,0.24
720,0:54:32,Hermione Geraldi,Afghanistan,F,70,0.55,Doreen O'Hallagan,Honduras,F,85,0.51
721,10:12:36,Meghan Bambrugh,Ukraine,F,56,0.56,Anthiathia Argont,Ireland,F,41,0.75
722,15:40:37,Graeme Pech,Brazil,F,15,0.92,Foster Phillins,Malaysia,M,67,0.84
723,4:59:46,Reggy Venturoli,Czech Republic,F,48,0.56,Reinaldos Philcock,Russia,M,65,0.34
724,13:56:31,Tabbitha Cauthra,Indonesia,F,15,0.78,Elyssa Cayette,Portugal,F,47,0.42
725,8:44:21,Gennifer Kempshall,China,M,66,0.75,Tabatha Jago,Philippines,F,5,0.23
726,20:06:47,Madelyn Goldspink,Philippines,M,35,0.64,Orel Bushill,Peru,F,33,0.64
727,5:49:12,Kayla Vaughton,China,F,62,0.51,Desiri Huonic,Cameroon,F,93,0.88
728,7:00:26,Rees O'Shirine,Indonesia,F,68,0.82,Thaddeus Rambadt,China,M,63,0.46
729,1:48:11,Bree Castan,Belarus,F,18,0.41,Minnaminnie Tilberry,China,F,20,0.74
730,10:21:11,Abbot Carnie,Czech Republic,F,10,0.17,Tanney Fallanche,Japan,M,25,0.77
731,1:49:15,Russ McGennis,Portugal,F,32,0.64,Edmund Bearne,France,M,43,0.47
732,23:42:16,Nanice Coche,Japan,M,43,0.8,Berry Lever,South Korea,F,30,0.73
733,20:50:26,Merill Jarvis,Italy,F,66,0.35,Victoir Giorgione,Portugal,M,68,0.79
734,9:41:18,Cicily Carbine,China,M,49,0.3,Hatty Keane,China,F,4,0.12
735,21:29:10,Joe Dracksford,Macedonia,M,83,0.88,Jorgan Palle,Argentina,M,10,0.04
736,13:03:24,Don Robuchon,China,F,65,0.86,Boyce Normanell,Russia,M,95,0.73
737,5:10:31,Mareah Smissen,Dominican Republic,F,71,0.36,Robbie Curcher,Armenia,F,30,0.64
738,17:09:48,Phyllis Dibben,Canada,F,93,0.38,Kath Bendixen,Thailand,F,37,0.66
739,12:48:59,Cherianne Cromer,China,F,23,0.63,Merilee Thundercliffe,Peru,F,77,0.55
740,9:03:00,Cindie Doel,France,M,1,0.04,Shelagh Milillo,Armenia,F,4,0.11
741,13:01:14,Blake Jessard,Russia,F,80,0.71,Bonnie FitzGeorge,Cambodia,F,87,0.89
742,2:48:50,Michale Rigney,Saudi Arabia,F,78,0.31,Wes Shields,Pakistan,M,24,0.83
743,10:53:51,Fonz Clorley,Latvia,F,81,0.69,Hilary Aronsohn,Palestinian Territory,M,95,0.33
744,0:41:51,Floria Sibbald,Sweden,F,16,0.49,Gweneth Fountian,Brazil,F,57,0.52
745,1:21:07,Dew Fancet,Portugal,M,90,0.88,Mauricio Goddert.sf,France,M,36,0.61
746,5:10:11,Caleb Rosettini,United States,M,71,0.5,Bob Yes,Russia,M,1,0.3
747,23:50:56,Lora Prestland,Philippines,F,10,0.08,Paulina Fellow,Czech Republic,F,81,0.7
748,19:05:07,Ariadne Dilston,Russia,M,39,0.53,Katinka Moulding,China,F,65,0.35
749,16:24:46,Maxim Denziloe,Thailand,F,48,0.69,Bern Elcomb,Indonesia,M,76,0.34
750,3:37:58,Alair Padgham,Japan,M,25,0.58,Coleman Hartnell,Philippines,M,49,0.83
751,20:41:08,Marget Keach,Eritrea,F,70,0.7,Corinne Longcake,China,F,35,0.87
752,16:53:21,Gerik Duffil,Indonesia,M,3,0.04,Harv Folds,Ethiopia,M,21,0.73
753,20:35:37,Tabby Downes,Indonesia,F,76,0.6,Giusto MacKnockiter,Czech Republic,M,78,0.5
754,4:37:06,Natala Acres,China,F,56,0.65,Carolina Thew,China,F,3,0.1
755,23:21:56,Beau Cobbledick,Philippines,M,88,0.75,Rolland Krollman,China,M,13,0.1
756,12:15:43,Kellen Windress,Philippines,F,45,0.67,Collin Swindell,Nicaragua,M,57,0.67
757,18:57:07,Lynnea Entwhistle,China,M,37,0.57,Gigi Cappineer,Angola,F,46,0.59
758,10:25:41,Darline Wallage,China,M,12,0.1,Georgianna Flecknoe,China,F,91,0.32
759,5:37:14,Eloisa Marmion,Canada,F,8,0.3,Nicky Worcester,France,F,92,0.68
760,20:36:58,Enoch Ashurst,France,M,42,0.56,Saunders Kime,Ireland,M,77,0.77
761,1:01:33,Noah Gleadle,Thailand,F,58,0.54,Serge Izatt,Egypt,M,32,0.71
762,20:59:12,Joshua McAughtrie,Bangladesh,M,5,0.24,Temp Cristofari,Iran,M,26,0.68
763,7:13:59,Harri Sarton,Finland,M,54,0.55,Anjanette Karpeev,Czech Republic,F,66,0.88
764,20:59:25,Shurwood Heeran,China,M,2,0.05,Baxie Van Halen,China,M,20,0.66
765,4:48:32,Nicolea Torritti,Indonesia,F,86,0.57,Caryl Pendle,Indonesia,F,62,0.59
766,0:15:11,Kip Frane,Indonesia,M,73,0.32,Harris Guinness,Finland,M,80,0.79
767,12:27:10,Cameron Carn,Kazakhstan,M,13,0.22,Godart Pauley,Burundi,M,87,0.94
768,14:44:13,Berkie Pavlovic,Philippines,F,38,0.84,Findlay Lates,China,M,73,0.68
769,5:21:44,Xylia Eakens,Portugal,M,2,0.29,Georgia Colbourn,Indonesia,F,6,0.18
770,22:45:44,Gilemette Blyth,Indonesia,F,52,0.32,Camala Fassmann,Tanzania,F,87,0.75
771,0:30:52,Andie Porch,Russia,M,57,0.64,Vincents Madgewick,Poland,M,24,0.81
772,19:19:45,Savina Purches,Cuba,F,55,0.58,Zara Ramelot,Russia,F,50,0.3
773,5:19:15,Bonny Sturt,Russia,F,14,0.87,Claudia Barhams,Guinea-Bissau,F,16,0.48
774,23:00:18,Fabian Saffon,Liberia,M,71,0.91,Boycey MacBrearty,Ukraine,M,42,0.6
775,8:54:56,Jacquelyn Cheales,Indonesia,F,37,0.63,Michele Avarne,Russia,F,74,0.95
776,2:42:13,Orville Cadany,Russia,M,47,0.95,Andre Dericot,Peru,M,6,0.07
777,13:18:18,Jerald Billo,Azerbaijan,F,79,0.37,Noam Becconsall,Poland,M,60,0.4
778,4:30:49,Meridel Schlagtmans,China,M,67,0.58,Maggee Petti,South Africa,F,33,0.74
779,2:22:06,Ford Wintersgill,Russia,M,92,0.64,Obediah Benjafield,Bangladesh,M,41,0.42
780,20:38:10,Diena Mayfield,Greece,M,28,0.72,Blanche Hannent,Libya,F,69,0.65
781,5:21:32,Jasun Rawlins,France,M,36,0.7,Petr Pardue,Indonesia,M,61,0.47
782,18:22:55,Geraldine Wytchard,China,F,20,0.58,Verina Calam,Philippines,F,24,0.93
783,4:29:06,Hercules Brightman,China,F,66,0.57,Fredric Cuell,Argentina,M,51,0.38
784,8:01:46,Iolande Madill,China,F,45,0.83,Adelle Dyzart,Ukraine,F,29,0.71
785,13:28:45,Sylvester Fulloway,China,F,65,0.46,Fielding Gott,Poland,M,13,0.21
786,3:14:01,Joshia Caddick,Brazil,M,91,0.63,Manfred Hastin,Greece,M,7,0.04
787,18:42:08,Mayor Mibourne,Bangladesh,F,16,0.75,Augustus Tipens,Palestinian Territory,M,7,0.03
788,9:11:16,Merrill De Bruyne,Sweden,F,20,0.8,Westbrook Wisham,Indonesia,M,53,0.42
789,5:21:19,Hortense O'Deegan,China,F,78,0.45,Mada Cabble,Palestinian Territory,F,18,0.63
790,17:52:30,Obed Alexsandrowicz,Russia,M,46,0.6,Bing Hayland,Peru,M,85,0.86
791,14:43:27,Cosme Swadden,Germany,F,63,0.56,Park O'Tierney,China,M,27,0.9
792,8:59:55,Harlin Delaprelle,Philippines,F,40,0.39,Harley Kundert,Indonesia,M,89,0.33
793,23:44:35,Greer Moquin,Japan,M,13,0.14,Jackquelin Ovesen,Honduras,F,83,0.41
794,16:57:59,Nels Burdell,China,F,15,0.71,Cheston Dalton,Philippines,M,68,0.44
795,1:14:59,Shirlene Cockings,Portugal,F,79,0.45,Rivy Hemmingway,China,F,38,0.78
796,20:14:41,Staci Winthrop,United States,F,75,0.81,Yoko Weldon,Philippines,F,3,0.27
797,22:51:55,Raimondo Flower,Brazil,M,42,0.5,Care Bains,Greece,M,29,0.87
798,5:17:03,Ardelis Perulli,Philippines,M,94,0.6,Abbi Melbourne,Thailand,F,30,0.7
799,9:42:28,Lolita Tettley,United States,M,46,0.58,Guillema Gartland,Mexico,F,11,0.11
800,6:10:41,Audrie Lillicrap,China,F,63,0.58,Josefa Withringten,Ukraine,F,66,0.54
801,13:34:18,Ingaborg Golden,Netherlands,F,55,0.57,Herta Haddington,Czech Republic,F,19,0.74
802,16:51:58,Jacob Stead,Ireland,F,71,0.51,Ichabod Spickett,Bangladesh,M,82,0.34
803,0:36:17,Wade Coulthard,Iraq,F,39,0.33,Byram Berntssen,Nigeria,M,95,0.91
